Poster_Link,Series_Title,Genre,Director,text-prep-stem
"https://m.media-amazon.com/images/M/MV5BM2RjMmU3ZWItYzBlMy00ZmJkLWE5YzgtNTVkODdhOWM3NGZhXkEyXkFqcGdeQXVyNDA5Mjg5MjA@._V1_UX67_CR0,0,67,98_AL_.jpg","Paris, Texas",Drama,Wim Wenders,drama travi henderson aimless drifter miss four year wander desert must reconnect societi life famili wim wender harri dean stanton nastassja kinski dean stockwel auror clément
"https://m.media-amazon.com/images/M/MV5BZWFkN2ZhODAtYTNkZS00Y2NjLWIzNDYtNzJjNDNlMzAyNTIyXkEyXkFqcGdeQXVyODEzNjM5OTQ@._V1_UY98_CR1,0,67,98_AL_.jpg",Kaze no tani no Naushika,"Animation, Adventure, Fantasy",Hayao Miyazaki,anim adventur fantasi warrior pacifist princess nausicaä desper struggl prevent two war nation destroy die planet hayao miyazaki sumi shimamoto mahito tsujimura hisako kyôda gorô naya
"https://m.media-amazon.com/images/M/MV5BNGViZWZmM2EtNGYzZi00ZDAyLTk3ODMtNzIyZTBjN2Y1NmM1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",The Thing,"Horror, Mystery, Sci-Fi",John Carpenter,horror mysteri scifi research team antarctica hunt shapeshift alien assum appear victim john carpent kurt russel wilford brimley keith david richard masur
"https://m.media-amazon.com/images/M/MV5BZDhlZTYxOTYtYTk3Ny00ZDljLTk3ZmItZTcxZWU5YTIyYmFkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",Pink Floyd: The Wall,"Drama, Fantasy, Music",Alan Parker,drama fantasi music confin troubl rock star descend mad midst physic social isol everyon alan parker bob geldof christin hargreav jame laurenson eleanor david
"https://m.media-amazon.com/images/M/MV5BYjIzNTYxMTctZjAwNS00YzI3LWExMGMtMGQxNGM5ZTc1NzhlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",Fitzcarraldo,"Adventure, Drama",Werner Herzog,adventur drama stori brian sweeney fitzgerald extrem determin man intend build opera hous middl jungl werner herzog klaus kinski claudia cardinal josé lewgoy miguel ángel fuent
"https://m.media-amazon.com/images/M/MV5BZmQzMDE5ZWQtOTU3ZS00ZjdhLWI0OTctZDNkODk4YThmOTRhL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",Fanny och Alexander,Drama,Ingmar Bergman,drama two young swedish children experi mani comedi tragedi famili ekdahl ingmar bergman bertil guve pernilla allwin kristina adolphson börje ahlstedt
"https://m.media-amazon.com/images/M/MV5BNzQzMzJhZTEtOWM4NS00MTdhLTg0YjgtMjM4MDRkZjUwZDBlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",Blade Runner,"Action, Sci-Fi, Thriller",Ridley Scott,action scifi thriller blade runner must pursu termin four replic stole ship space return earth find creator ridley scott harrison ford rutger hauer sean young edward jame olmo
"https://m.media-amazon.com/images/M/MV5BMDVjNjIwOGItNDE3Ny00OThjLWE0NzQtZTU3YjMzZTZjMzhkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",The Elephant Man,"Biography, Drama",David Lynch,biographi drama victorian surgeon rescu heavili disfigur man mistreat scrape live sideshow freak behind monstrous façad reveal person kind intellig sophist david lynch anthoni hopkin john hurt ann bancroft john gielgud
"https://m.media-amazon.com/images/M/MV5BMzAwNjU1OTktYjY3Mi00NDY5LWFlZWUtZjhjNGE0OTkwZDkwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",Life of Brian,Comedy,Terry Jones,comedi born origin christma stabl next door jesus christ brian nazareth spend life mistaken messiah terri jone graham chapman john clees michael palin terri gilliam
"https://m.media-amazon.com/images/M/MV5BNDhmNTA0ZDMtYjhkNS00NzEzLWIzYTItOGNkMTVmYjE2YmI3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",The Deer Hunter,"Drama, War",Michael Cimino,drama war indepth examin way us vietnam war impact disrupt live peopl small industri town pennsylvania michael cimino robert de niro christoph walken john cazal john savag
"https://m.media-amazon.com/images/M/MV5BMTY5MDMzODUyOF5BMl5BanBnXkFtZTcwMTQ3NTMyNA@@._V1_UX67_CR0,0,67,98_AL_.jpg",Rocky,"Drama, Sport",John G. Avildsen,drama sport smalltim boxer get suprem rare chanc fight heavyweight champion bout strive go distanc selfrespect john g avildsen sylvest stallon talia shire burt young carl weather
"https://m.media-amazon.com/images/M/MV5BZGNjYjM2MzItZGQzZi00NmY3LTgxOGUtMTQ2MWQxNWQ2MmMwXkEyXkFqcGdeQXVyNzM0MTUwNTY@._V1_UX67_CR0,0,67,98_AL_.jpg",Network,Drama,Sidney Lumet,drama televis network cynic exploit derang former anchor rave revel news media profit sidney lumet fay dunaway william holden peter finch robert duval
"https://m.media-amazon.com/images/M/MV5BNmY0MWY2NDctZDdmMi00MjA1LTk0ZTQtZDMyZTQ1NTNlYzVjXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg",Barry Lyndon,"Adventure, Drama, History",Stanley Kubrick,adventur drama histori irish rogu win heart rich widow assum dead husband aristocrat posit thcenturi england stanley kubrick ryan oneal marisa berenson patrick mage hardi krüger
"https://m.media-amazon.com/images/M/MV5BMTg1MDg3OTk3M15BMl5BanBnXkFtZTgwMDEzMzE5MTE@._V1_UY98_CR0,0,67,98_AL_.jpg",Zerkalo,"Biography, Drama",Andrei Tarkovsky,biographi drama die man forti rememb past childhood mother war person moment thing tell recent histori russian nation andrei tarkovski margarita terekhova filipp yankovskiy ignat daniltsev oleg yankovskiy
"https://m.media-amazon.com/images/M/MV5BOGMwYmY5ZmEtMzY1Yi00OWJiLTk1Y2MtMzI2MjBhYmZkNTQ0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",Chinatown,"Drama, Mystery, Thriller",Roman Polanski,drama mysteri thriller privat detect hire expos adulter find caught web deceit corrupt murder roman polanski jack nicholson fay dunaway john huston perri lopez
"https://m.media-amazon.com/images/M/MV5BOWVmYzQwY2MtOTBjNi00MDNhLWI5OGMtN2RiMDYxODI3MjU5XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg",Paper Moon,"Comedy, Crime, Drama",Peter Bogdanovich,comedi crime drama great depress con man find saddl young girl may may not daughter two forg unlik partnership peter bogdanovich ryan oneal tatum oneal madelin kahn john hillerman
"https://m.media-amazon.com/images/M/MV5BMTg3NzYzOTEtNmE2Ni00M2EyLWJhMjctNjMyMTk4ZTViOGUzXkEyXkFqcGdeQXVyNzQxNDExNTU@._V1_UY98_CR0,0,67,98_AL_.jpg",Viskningar och rop,Drama,Ingmar Bergman,drama woman die cancer earli twentiethcenturi sweden visit two sister longrepress feel sibl rise surfac ingmar bergman harriet andersson liv ullmann kari sylwan ingrid thulin
"https://m.media-amazon.com/images/M/MV5BZmY4Yjc0OWQtZDRhMy00ODc2LWI2NGYtMWFlODYyN2VlNDQyXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY98_CR1,0,67,98_AL_.jpg",Solaris,"Drama, Mystery, Sci-Fi",Andrei Tarkovsky,drama mysteri scifi psychologist sent station orbit distant planet order discov caus crew go insan andrei tarkovski natalya bondarchuk donata banioni jüri järvet vladislav dvorzhetskiy
"https://m.media-amazon.com/images/M/MV5BMWFjZjRiM2QtZmRkOC00MDUxLTlhYmQtYmY5ZTNiMTI5Nzc2L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Le samouraï,"Crime, Drama, Mystery",Jean-Pierre Melville,crime drama mysteri profession hitman jef costello seen wit effort provid alibi drive corner jeanpierr melvill alain delon françoi périer nathali delon cathi rosier
"https://m.media-amazon.com/images/M/MV5BOWFlNzZhYmYtYTI5YS00MDQyLWIyNTUtNTRjMWUwNTEzNjA0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX67_CR0,0,67,98_AL_.jpg",Cool Hand Luke,"Crime, Drama",Stuart Rosenberg,crime drama laid back southern man sentenc two year rural prison refus conform stuart rosenberg paul newman georg kennedi strother martin jd cannon
"https://m.media-amazon.com/images/M/MV5BMTM0YzExY2EtMjUyZi00ZmIwLWFkYTktNjY5NmVkYTdkMjI5XkEyXkFqcGdeQXVyNzQxNDExNTU@._V1_UY98_CR0,0,67,98_AL_.jpg",Persona,"Drama, Thriller",Ingmar Bergman,drama thriller nurs put charg mute actress find persona meld togeth ingmar bergman bibi andersson liv ullmann margaretha krook gunnar björnstrand
"https://m.media-amazon.com/images/M/MV5BNjM2MjMwNzUzN15BMl5BanBnXkFtZTgwMjEzMzE5MTE@._V1_UY98_CR2,0,67,98_AL_.jpg",Andrei Rublev,"Biography, Drama, History",Andrei Tarkovsky,biographi drama histori life time afflict fifteenthcenturi russian iconograph st andrei rublev andrei tarkovski anatoliy solonitsyn ivan lapikov nikolay grinko nikolay sergeev
"https://m.media-amazon.com/images/M/MV5BZWEzMGY4OTQtYTdmMy00M2QwLTliYTQtYWUzYzc3OTA5YzIwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY98_CR1,0,67,98_AL_.jpg",La battaglia di Algeri,"Drama, War",Gillo Pontecorvo,drama war fear violenc escal peopl algier fight independ french govern gillo pontecorvo brahim hadjadj jean martin yacef saadi samia kerbash
"https://m.media-amazon.com/images/M/MV5BZTg3M2ExY2EtZmI5Yy00YWM1LTg4NzItZWEzZTgxNzE2MjhhXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UX67_CR0,0,67,98_AL_.jpg",El ángel exterminador,"Drama, Fantasy",Luis Buñuel,drama fantasi guest upperclass dinner parti find unabl leav lui buñuel silvia pinal jacquelin ander enriqu rambal josé baviera
"https://m.media-amazon.com/images/M/MV5BZmI0M2VmNTgtMWVhYS00Zjg1LTk1YTYtNmJmMjRkZmMwYTc2XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX67_CR0,0,67,98_AL_.jpg",What Ever Happened to Baby Jane?,"Drama, Horror, Thriller",Robert Aldrich,drama horror thriller former child star torment parapleg sister decay hollywood mansion robert aldrich bett davi joan crawford victor buono wesley addi
"https://m.media-amazon.com/images/M/MV5BZmY3MDlmODctYTY3Yi00NzYyLWIxNTUtYjVlZWZjMmMwZTBkXkEyXkFqcGdeQXVyMzAxNjg3MjQ@._V1_UX67_CR0,0,67,98_AL_.jpg",Sanjuro,"Action, Comedy, Crime",Akira Kurosawa,action comedi crime crafti samurai help young man fellow clansmen save uncl frame imprison corrupt superintend akira kurosawa toshirô mifun tatsuya nakadai keiju kobayashi yûnosuk itô
"https://m.media-amazon.com/images/M/MV5BMGEyNzhkYzktMGMyZS00YzRiLWJlYjktZjJkOTU5ZDY0ZGI4XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX67_CR0,0,67,98_AL_.jpg",The Man Who Shot Liberty Valance,"Drama, Western",John Ford,drama western senat return western town funer old friend tell stori origin john ford jame stewart john wayn vera mile lee marvin
"https://m.media-amazon.com/images/M/MV5BYTYzYzBhYjQtNDQxYS00MmUwLTkyZjgtZWVkOWFjNzE5OTI2XkEyXkFqcGdeQXVyNjMxMjkwMjI@._V1_UX67_CR0,0,67,98_AL_.jpg",Ivanovo detstvo,"Drama, War",Andrei Tarkovsky,drama war ww twelv year old soviet orphan ivan bondarev work soviet armi scout behind german line strike friendship three sympathet soviet offic andrei tarkovski eduard abalov nikolay burlyaev valentin zubkov evgeniy zharikov
"https://m.media-amazon.com/images/M/MV5BZjgyMzZkMGUtNTBhZC00OTkzLWI4ZmMtYzcwMzc5MjQ0YTM3XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UY98_CR3,0,67,98_AL_.jpg",Jungfrukällan,Drama,Ingmar Bergman,drama innoc yet pamper young virgin famili pregnant jealous servant set deliv candl church one return event transpir wood along way ingmar bergman max von sydow birgitta valberg gunnel lindblom birgitta pettersson
"https://m.media-amazon.com/images/M/MV5BMGQ5ODNkNWYtYTgxZS00YjJkLThhODAtYzUwNGNiYjRmNjdkXkEyXkFqcGdeQXVyMTg2NTc4MzA@._V1_UY98_CR4,0,67,98_AL_.jpg",Inherit the Wind,"Biography, Drama, History",Stanley Kramer,biographi drama histori base reallif case two great lawyer argu case scienc teacher accus crime teach evolut stanley kramer spencer traci fredric march gene kelli dick york
"https://m.media-amazon.com/images/M/MV5BYTQ4MjA4NmYtYjRhNi00MTEwLTg0NjgtNjk3ODJlZGU4NjRkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY98_CR3,0,67,98_AL_.jpg",Les quatre cents coups,"Crime, Drama",François Truffaut,crime drama young boy left without attent delv life petti crime françoi truffaut jeanpierr léaud albert rémi clair maurier guy decombl
"https://m.media-amazon.com/images/M/MV5BNjgxY2JiZDYtZmMwOC00ZmJjLWJmODUtMTNmNWNmYWI5ODkwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",Ben-Hur,"Adventure, Drama, History",William Wyler,adventur drama histori jewish princ betray sent slaveri roman friend regain freedom come back reveng william wyler charlton heston jack hawkin stephen boyd haya harareet
"https://m.media-amazon.com/images/M/MV5BYjJkN2Y5MTktZDRhOS00NTUwLWFiMzEtMTVlNWU4ODM0Y2E5XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY98_CR1,0,67,98_AL_.jpg",Kakushi-toride no san-akunin,"Adventure, Drama",Akira Kurosawa,adventur drama lure gold two greedi peasant unknow escort princess general across enemi line akira kurosawa toshirô mifun misa uehara minoru chiaki kamatari fujiwara
"https://m.media-amazon.com/images/M/MV5BOTdhNmUxZmQtNmMwNC00MzE3LWE1MTUtZDgxZTYwYjEzZjcwXkEyXkFqcGdeQXVyNTA1NjYyMDk@._V1_UY98_CR0,0,67,98_AL_.jpg",Le notti di Cabiria,Drama,Federico Fellini,drama waifish prostitut wander street rome look true love find heartbreak federico fellini giulietta masina françoi périer franca marzi dorian gray
"https://m.media-amazon.com/images/M/MV5BNGYxZjA2M2ItYTRmNS00NzRmLWJkYzgtYTdiNGFlZDI5ZjNmXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY98_CR0,0,67,98_AL_.jpg",Kumonosu-jô,"Drama, History",Akira Kurosawa,drama histori warharden general eg ambiti wife work fulfil propheci would becom lord spider web castl akira kurosawa toshirô mifun minoru chiaki isuzu yamada takashi shimura
"https://m.media-amazon.com/images/M/MV5BMGVhNjhjODktODgxYS00MDdhLTlkZjktYTkyNzQxMTU0ZDYxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",The Bridge on the River Kwai,"Adventure, Drama, War",David Lean,adventur drama war british pow forc build railway bridg across river kwai japanes captor not know alli forc plan destroy david lean william holden alec guin jack hawkin sessu hayakawa
"https://m.media-amazon.com/images/M/MV5BY2I0MWFiZDMtNWQyYy00Njk5LTk3MDktZjZjNTNmZmVkYjkxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",On the Waterfront,"Crime, Drama, Thriller",Elia Kazan,crime drama thriller expriz fighter turn longshoreman struggl stand corrupt union boss elia kazan marlon brando karl malden lee j cobb rod steiger
"https://m.media-amazon.com/images/M/MV5BZDdkNzMwZmUtY2Q5MS00ZmM2LWJhYjItYTBjMWY0MGM4MDRjXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY98_CR0,0,67,98_AL_.jpg",Le salaire de la peur,"Adventure, Drama, Thriller",Henri-Georges Clouzot,adventur drama thriller decrepit south american villag four men hire transport urgent nitroglycerin shipment without equip would make safe henrigeorg clouzot yves montand charl vanel peter van eyck folco lulli
"https://m.media-amazon.com/images/M/MV5BNDUzZjlhZTYtN2E5MS00ODQ3LWI1ZjgtNzdiZmI0NTZiZTljXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX67_CR0,0,67,98_AL_.jpg",Ace in the Hole,"Drama, Film-Noir",Billy Wilder,drama filmnoir frustrat former bigciti journalist stuck work albuquerqu newspap exploit stori man trap cave rekindl career situat quick escal outofcontrol circus billi wilder kirk dougla jan sterl robert arthur porter hall
"https://m.media-amazon.com/images/M/MV5BZmI5NTA3MjItYzdhMi00MWMxLTg3OWMtYWQyYjg5MTFmM2U0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",White Heat,"Action, Crime, Drama",Raoul Walsh,action crime drama psychopath crimin mother complex make dare break prison lead old gang chemic plant payrol heist raoul walsh jame cagney virginia mayo edmond obrien margaret wycher
"https://m.media-amazon.com/images/M/MV5BYjE2OTdhMWUtOGJlMy00ZDViLWIzZjgtYjZkZGZmMDZjYmEyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",The Third Man,"Film-Noir, Mystery, Thriller",Carol Reed,filmnoir mysteri thriller pulp novelist holli martin travel shadowi postwar vienna find investig mysteri death old friend harri lime carol reed orson well joseph cotten alida valli trevor howard
"https://m.media-amazon.com/images/M/MV5BOWRmNGEwZjUtZjEwNS00OGZmLThhMmEtZTJlMTU5MGQ3ZWUwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",The Red Shoes,"Drama, Music, Romance",Michael Powell,drama music romanc young ballet dancer torn man love pursuit becom prima ballerina michael powel emer pressburg anton walbrook marius gore moira shearer
"https://m.media-amazon.com/images/M/MV5BNzc1MTcyNTQ5N15BMl5BanBnXkFtZTgwMzgwMDI0MjE@._V1_UX67_CR0,0,67,98_AL_.jpg",The Shop Around the Corner,"Comedy, Drama, Romance",Ernst Lubitsch,comedi drama romanc two employe gift shop bare stand without realiz fall love post other anonym pen pal ernst lubitsch margaret sullavan jame stewart frank morgan joseph schildkraut
"https://m.media-amazon.com/images/M/MV5BYTcxYWExOTMtMWFmYy00ZjgzLWI0YjktNWEzYzJkZTg0NDdmL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY98_CR0,0,67,98_AL_.jpg",Rebecca,"Drama, Mystery, Romance",Alfred Hitchcock,drama mysteri romanc selfconsci woman juggl adjust new role aristocrat wife avoid intimid first wife spectral presenc alfr hitchcock laurenc olivi joan fontain georg sander judith anderson
"https://m.media-amazon.com/images/M/MV5BZTYwYjYxYzgtMDE1Ni00NzU4LWJlMTEtODQ5YmJmMGJhZjI5L2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Mr. Smith Goes to Washington,"Comedy, Drama",Frank Capra,comedi drama naiv man appoint fill vacanc unit state senat plan prompt collid polit corrupt not back frank capra jame stewart jean arthur claud rain edward arnold
"https://m.media-amazon.com/images/M/MV5BYjUyZWZkM2UtMzYxYy00ZmQ3LWFmZTQtOGE2YjBkNjA3YWZlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",Gone with the Wind,"Drama, History, Romance",Victor Fleming,drama histori romanc manipul woman roguish man conduct turbul romanc american civil war reconstruct period victor fleme georg cukor sam wood clark gabl vivien leigh
"https://m.media-amazon.com/images/M/MV5BMTg3MTI5NTk0N15BMl5BanBnXkFtZTgwMjU1MDM5MTE@._V1_UY98_CR2,0,67,98_AL_.jpg",La Grande Illusion,"Drama, War",Jean Renoir,drama war wwi two french soldier captur imprison german pow camp sever escap attempt follow eventu sent seem inescap fortress jean renoir jean gabin dita parlo pierr fresnay erich von stroheim
"https://m.media-amazon.com/images/M/MV5BYzJmMWE5NjAtNWMyZS00NmFiLWIwMDgtZDE2NzczYWFhNzIzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",It Happened One Night,"Comedy, Romance",Frank Capra,comedi romanc renegad report crazi young heiress meet bus head new york end stuck bus leav behind one stop frank capra clark gabl claudett colbert walter connolli rosco karn
"https://m.media-amazon.com/images/M/MV5BNjBjNDJiYTUtOWY0OS00OGVmLTg2YzctMTE0NzVhODM1ZWJmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",La passion de Jeanne d'Arc,"Biography, Drama, History",Carl Theodor Dreyer,biographi drama histori jeann darc place trial charg heresi ecclesiast jurist attempt forc jeann recant claim holi vision carl theodor dreyer maria falconetti eugen silvain andré berley mauric schutz
"https://m.media-amazon.com/images/M/MV5BM2QwYWQ0MWMtNzcwOC00N2Q2LWE1MDEtZmQxZjhiM2U1YzFhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",The Circus,"Comedy, Romance",Charles Chaplin,comedi romanc tramp find work girl dream circus charl chaplin charl chaplin merna kennedi al ernest garcia harri crocker
"https://m.media-amazon.com/images/M/MV5BNDVkYmYwM2ItNzRiMy00NWQ4LTlhMjMtNDI1ZDYyOGVmMzJjXkEyXkFqcGdeQXVyNTgzMzU5MDI@._V1_UX67_CR0,0,67,98_AL_.jpg",Sunrise: A Song of Two Humans,"Drama, Romance",F.W. Murnau,drama romanc allegor tale man fight good evil within side made flesh one sophist woman attract wife fw murnau georg obrien janet gaynor margaret livingston bodil rose
"https://m.media-amazon.com/images/M/MV5BYmRiMDFlYjYtOTMwYy00OGY2LWE0Y2QtYzQxOGNhZmUwNTIxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",The General,"Action, Adventure, Comedy",Clyde Bruckman,action adventur comedi union spi steal engin belov locomot pursu singlehand straight enemi line clyde bruckman buster keaton buster keaton marion mack glen cavend
"https://m.media-amazon.com/images/M/MV5BNWJiNGJiMTEtMGM3OC00ZWNlLTgwZTgtMzdhNTRiZjk5MTQ1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY98_CR1,0,67,98_AL_.jpg",Das Cabinet des Dr. Caligari,"Fantasy, Horror, Mystery",Robert Wiene,fantasi horror mysteri hypnotist dr caligari use somnambulist cesar commit murder robert wien werner krauss conrad veidt friedrich feher lil dagov
"https://m.media-amazon.com/images/M/MV5BNjZlMDdmN2YtYThmZi00NGQzLTk0ZTQtNTUyZDFmODExOGNiXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY98_CR0,0,67,98_AL_.jpg",Badhaai ho,"Comedy, Drama",Amit Ravindernath Sharma,comedi drama man embarrass find mother pregnant amit ravindernath sharma ayushmann khurrana neena gupta gajraj rao sanya malhotra
"https://m.media-amazon.com/images/M/MV5BNjJkYTc5N2UtMGRlMC00M2FmLTk0ZWMtOTYxNDUwNjI2YzljXkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",Togo,"Adventure, Biography, Drama",Ericson Core,adventur biographi drama stori togo sled dog led serum run yet consid small weak lead intens race ericson core willem dafo juliann nicholson christoph heyerdahl richard dormer
"https://m.media-amazon.com/images/M/MV5BMGE1ZTkyOTMtMTdiZS00YzI2LTlmYWQtOTE5YWY0NWVlNjlmXkEyXkFqcGdeQXVyNjQ3ODkxMjE@._V1_UY98_CR0,0,67,98_AL_.jpg",Airlift,"Drama, History",Raja Menon,drama histori iraq invad kuwait august callous indian businessman becom spokesperson strand countrymen raja menon akshay kumar nimrat kaur kumud mishra prakash belawadi
"https://m.media-amazon.com/images/M/MV5BMjE1NjQ5ODc2NV5BMl5BanBnXkFtZTgwOTM5ODIxNjE@._V1_UY98_CR0,0,67,98_AL_.jpg",Bajrangi Bhaijaan,"Action, Adventure, Comedy",Kabir Khan,action adventur comedi indian man magnanim heart take young mute pakistani girl back homeland reunit famili kabir khan salman khan harshaali malhotra nawazuddin siddiqui kareena kapoor
"https://m.media-amazon.com/images/M/MV5BYTdhNjBjZDctYTlkYy00ZGIxLWFjYTktODk5ZjNlMzI4NjI3XkEyXkFqcGdeQXVyMjY1MjkzMjE@._V1_UY98_CR0,0,67,98_AL_.jpg",Baby,"Action, Crime, Thriller",Neeraj Pandey,action crime thriller elit counterintellig unit learn plot mastermind maniac madman clock tick track terrorist intern tentacl prevent strike heart india neeraj pandey akshay kumar danni denzongpa rana daggubati taapse pannu
"https://m.media-amazon.com/images/M/MV5BMzUzNDM2NzM2MV5BMl5BanBnXkFtZTgwNTM3NTg4OTE@._V1_UX67_CR0,0,67,98_AL_.jpg",La La Land,"Comedy, Drama, Music",Damien Chazelle,comedi drama music navig career los angel pianist actress fall love attempt reconcil aspir futur damien chazell ryan gosl emma stone rosemari dewitt jk simmon
"https://m.media-amazon.com/images/M/MV5BMjA3NjkzNjg2MF5BMl5BanBnXkFtZTgwMDkyMzgzMDI@._V1_UX67_CR0,0,67,98_AL_.jpg",Lion,"Biography, Drama",Garth Davis,biographi drama fiveyearold indian boy adopt australian coupl get lost hundr kilomet home year later set find lost famili garth davi dev patel nicol kidman rooney mara sunni pawar
"https://m.media-amazon.com/images/M/MV5BMTc2MTQ3MDA1Nl5BMl5BanBnXkFtZTgwODA3OTI4NjE@._V1_UX67_CR0,0,67,98_AL_.jpg",The Martian,"Adventure, Drama, Sci-Fi",Ridley Scott,adventur drama scifi astronaut becom strand mar team assum dead must reli ingenu find way signal earth aliv ridley scott matt damon jessica chastain kristen wiig kate mara
"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_UX67_CR0,0,67,98_AL_.jpg",Zootopia,"Animation, Adventure, Comedy",Byron Howard,anim adventur comedi citi anthropomorph anim rooki bunni cop cynic con artist fox must work togeth uncov conspiraci byron howard rich moor jare bush ginnif goodwin jason bateman
"https://m.media-amazon.com/images/M/MV5BYWVlMjVhZWYtNWViNC00ODFkLTk1MmItYjU1MDY5ZDdhMTU3XkEyXkFqcGdeQXVyODIwMDI1NjM@._V1_UX67_CR0,0,67,98_AL_.jpg",Bãhubali: The Beginning,"Action, Drama",S.S. Rajamouli,action drama ancient india adventur dare man becom involv decadesold feud two war peopl ss rajamouli prabha rana daggubati ramya krishnan sathyaraj
"https://m.media-amazon.com/images/M/MV5BNThmMWMyMWMtOWRiNy00MGY0LTg1OTUtNjYzODg2MjdlZGU5XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY98_CR1,0,67,98_AL_.jpg",Kaguyahime no monogatari,"Animation, Adventure, Drama",Isao Takahata,anim adventur drama found insid shine stalk bamboo old bamboo cutter wife tini girl grow rapid exquisit young ladi mysteri young princess enthral encount ultim must confront fate punish crime isao takahata chloë grace moretz jame caan mari steenburgen jame marsden
"https://m.media-amazon.com/images/M/MV5BYjFhOWY0OTgtNDkzMC00YWJkLTk1NGEtYWUxNjhmMmQ5ZjYyXkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_UX67_CR0,0,67,98_AL_.jpg",Wonder,"Drama, Family",Stephen Chbosky,drama famili base new york time bestsel movi tell incred inspir heartwarm stori august pullman boy facial differ enter fifth grade attend mainstream elementari school first time stephen chboski jacob tremblay owen wilson izabela vidov julia robert
